 STATE/UT NAME , AC NO. , AC NAME , CANDIDATE NAME , SEX , AGE , CATEGORY , PARTY , SYMBOL , GENERAL , POSTAL , TOTAL , % VOTES POLLED , TOTAL ELECTORS ,id
Maharashtra,1,Akkalkuwa ,1 ADV. K. C. PADAVI,MALE,61,ST,INC,Hand,82509,261,82770,41.25545786231234,278888,1
Maharashtra,1,Akkalkuwa ,2 AAMSHYA FULJI PADAVI,MALE,51,ST,SHS,Bow and Arrow,80532,142,80674,40.21073828179516,278888,1
Maharashtra,1,Akkalkuwa ,3 NAGESH DILVARSING PADVI,MALE,44,ST,IND,Gas Stove,21583,81,21664,10.798093984887453,278888,1
Maharashtra,1,Akkalkuwa ,5 ADV. KAILAS PRATAPSING VASAVE,MALE,28,ST,AAAP,Broom,4034,21,4055,2.021153577765815,278888,1
Maharashtra,1,Akkalkuwa ,6 BHARAT JALYA PAWARA,MALE,27,ST,IND,Cot,3782,2,3784,1.8860777159718483,278888,1
Maharashtra,1,Akkalkuwa ,7 DR.SANJAY RAVLYA VALVI,MALE,27,ST,BTP,Auto- Rickshaw,2808,16,2824,1.4075801981777218,278888,1
Maharashtra,2,Shahada ,1 Rajesh Udesing Padvi,MALE,50,ST,BJP,Lotus,94405,526,94931,45.12079774517213,320555,2
Maharashtra,2,Shahada ,2 Adv.Padmakar Vijaysing Valvi,MALE,51,ST,INC,Hand,86510,430,86940,41.32266757924455,320555,2
Maharashtra,2,Shahada ,3 Eng.Jelsing Bijala Pawara,MALE,59,ST,IND,Cup & Saucer,20853,160,21013,9.987499584111639,320555,2
Maharashtra,2,Shahada ,4 Mali Jaysing Devchand,MALE,66,ST,CPIM,"Hammer, Sickle and Star",4052,8,4060,1.9297219964542547,320555,2
Maharashtra,3,Nandurbar ,1 VIJAYKUMAR KRUSHNARAO GAVIT,MALE,64,ST,BJP,Lotus,120825,780,121605,64.5157011815013,339098,3
Maharashtra,3,Nandurbar ,2 UDESING KOCHARU PADVI,MALE,71,ST,INC,Hand,50955,254,51209,27.168163659417793,339098,3
Maharashtra,3,Nandurbar ,3 DIPA SHAMSHON VALVI,FEMALE,33,ST,VBA,Gas Cylinder,6683,51,6734,3.5726222750399232,339098,3
Maharashtra,3,Nandurbar ,5 ANANDA SUKALAL KOLI,MALE,52,ST,IND,Cup & Saucer,2040,7,2047,1.086005018860517,339098,3
Maharashtra,3,Nandurbar ,6 VIPUL RAMSING VASAVE,MALE,25,ST,BSP,Elephant,1921,4,1925,1.0212797563783562,339098,3
Maharashtra,3,Nandurbar ,7 Adv.PRAKASH MOHAN GANGURDE,MALE,31,ST,SWP,Bat,1437,11,1448,0.7682145907718753,339098,3
Maharashtra,4,Nawapur ,1 Naik Shirishkumar Surupsing,MALE,47,ST,INC,Hand,74395,257,74652,34.297055539986125,287977,4
Maharashtra,4,Nawapur ,2 Sharad Krushnarao Gavit,MALE,56,ST,IND,Cup & Saucer,63240,77,63317,29.089463987907916,287977,4
Maharashtra,4,Nawapur ,3 Gavit Bharat Manikrao,MALE,48,ST,BJP,Lotus,58342,237,58579,26.91270450191351,287977,4
Maharashtra,4,Nawapur ,4 Dr. Ulhas Jayant Vasave,MALE,45,ST,BTP,Auto- Rickshaw,5969,40,6009,2.7606896900254063,287977,4
Maharashtra,4,Nawapur ,5 Jagan Hurji Gavit,MALE,49,ST,VBA,Gas Cylinder,5458,4,5462,2.5093837721615526,287977,4
Maharashtra,4,Nawapur ,8 Adv. Prakash Mohan Gangurde,MALE,31,ST,IND,Bat,1141,13,1154,0.5301773843050954,287977,4
Maharashtra,4,Nawapur ,9 Arjunsing Diwansing Vasave,MALE,54,ST,IND,Road Roller,1038,1,1039,0.47734341619843523,287977,4
Maharashtra,4,Nawapur ,10 Ramu Maharya Valvi,MALE,49,ST,PPID,Black Board,735,3,738,0.33905624750187213,287977,4
Maharashtra,4,Nawapur ,11 Dr. Sunil Kuthya Gavit,MALE,41,ST,AAAP,Broom,475,2,477,0.21914611119023447,287977,4
Maharashtra,5,Sakri ,1 Manjula Tulshiram Gavit,FEMALE,56,ST,IND,Telephone,75738,428,76166,36.60102451729473,342992,5
Maharashtra,5,Sakri ,2 Mohan Gokul Suryawanshi,MALE,55,ST,BJP,Lotus,68498,403,68901,33.109880921488916,342992,5
Maharashtra,5,Sakri ,3 Dhanaji Sitaram Ahire,MALE,66,ST,INC,Hand,25187,115,25302,12.158694461263444,342992,5
Maharashtra,5,Sakri ,4 Yashwant Devman Malache,MALE,49,ST,VBA,Gas Cylinder,14006,26,14032,6.742976866668589,342992,5
Maharashtra,5,Sakri ,5 Rajkumar Pandit Sonawane,MALE,50,ST,IND,Whistle,9055,3,9058,4.352756874165057,342992,5
Maharashtra,5,Sakri ,7 Nandu Rajaram Malache,MALE,43,ST,BTP,Auto- Rickshaw,3742,1,3743,1.798671779642284,342992,5
Maharashtra,5,Sakri ,8 Hiraman Deva Sabale,MALE,60,ST,IND,Cup & Saucer,2865,7,2872,1.380118982402522,342992,5
Maharashtra,5,Sakri ,9 Rangnath Rama Bhavare,MALE,56,ST,BSP,Elephant,2274,2,2276,1.0937154609847284,342992,5
Maharashtra,5,Sakri ,10 Chaure Sandip Shantaraam,MALE,34,ST,IND,Tractor Chalata Kissan,1598,3,1601,0.769349056694442,342992,5
Maharashtra,6,Dhule Rural,1 Kunalbaba Rohidas Patil,MALE,45,GENERAL,INC,Hand,124610,965,125575,51.18261075130326,372989,6
Maharashtra,6,Dhule Rural,2 Maisaheb Dnyanjyoti Manohar Patil,FEMALE,49,GENERAL,BJP,Lotus,110555,456,111011,45.246528386326304,372989,6
Maharashtra,6,Dhule Rural,3 Rajdip Bhatu Agale,MALE,44,SC,VBA,Gas Cylinder,4199,17,4216,1.718382535755481,372989,6
Maharashtra,6,Dhule Rural,5 Baisane Nandu Sukdeo,MALE,36,SC,BSP,Elephant,1468,3,1471,0.5995589919583284,372989,6
Maharashtra,7,Dhule City,1 Shah Faruk Anwar,MALE,45,GENERAL,AIMIM,Kite,46597,82,46679,28.93171028002628,322026,7
Maharashtra,7,Dhule City,2 Rajwardhan Raghujirao Kadambande (Rajubaba),MALE,59,GENERAL,IND,Balloon,42973,399,43372,26.882026998549662,322026,7
Maharashtra,7,Dhule City,3 Anil Anna Gote,MALE,71,GENERAL,LKSGM,Whistle,42056,376,42432,26.299413667860815,322026,7
Maharashtra,7,Dhule City,4 Hilal Lala Mali,MALE,48,GENERAL,SHS,Bow and Arrow,22267,160,22427,13.90028634825402,322026,7
Maharashtra,7,Dhule City,6 Ravindra Suresh Damodar,MALE,30,SC,BSP,Elephant,1256,8,1264,0.7834289893518117,322026,7
Maharashtra,7,Dhule City,7 Mayur Devidas Ahirrao,MALE,32,GENERAL,IND,Winnower,1033,1,1034,0.6408746637577319,322026,7
Maharashtra,7,Dhule City,9 Mansuri Asif Inayat,MALE,37,GENERAL,SP,Bicycle,798,2,800,0.4958411325011466,322026,7
Maharashtra,7,Dhule City,10 Kulkarni Prachi Girish,FEMALE,48,GENERAL,MNS,Railway Engine,694,6,700,0.4338609909385033,322026,7
Maharashtra,8,Shindkheda,1 Jaykumar Jitendrasinh Rawal,MALE,45,GENERAL,BJP,Lotus,113042,767,113809,56.7433488891548,327082,8
Maharashtra,8,Shindkheda,2 Bedse Sandeep Tryambakrao,MALE,49,GENERAL,NCP,Clock,70512,382,70894,35.34661561166288,327082,8
Maharashtra,8,Shindkheda,3 Shanabhau Rambhau Sonawane,MALE,48,GENERAL,IND,Whistle,9346,12,9358,4.665749272067329,327082,8
Maharashtra,8,Shindkheda,4 Namdeo Rohidas Yelave,MALE,48,ST,VBA,Gas Cylinder,2014,11,2025,1.0096326432930478,327082,8
Maharashtra,8,Shindkheda,6 Narendra Dharma Patil (Salunkhe),MALE,38,GENERAL,MNS,Railway Engine,1178,7,1185,0.5908220653344501,327082,8
Maharashtra,8,Shindkheda,7 Bhausaheb Namdeo Pawar,MALE,34,SC,BSP,Elephant,1000,5,1005,0.5010769414861792,327082,8
Maharashtra,9,Shirpur ,1 Kashiram Vechan Pawara,MALE,53,ST,BJP,Lotus,119582,821,120403,56.769232219980005,320802,9
Maharashtra,9,Shirpur ,2 Dr. Jitendra Yuvraj Thakur,MALE,44,ST,IND,Whistle,70947,282,71229,33.584010712332386,320802,9
Maharashtra,9,Shirpur ,3 Ranjitsingh Bharatsingh Pawara,MALE,57,ST,INC,Hand,7715,39,7754,3.6559606208626443,320802,9
Maharashtra,9,Shirpur ,5 Prof.Motilal Damu Sonawane,MALE,54,ST,VBA,Gas Cylinder,3503,31,3534,1.6662580389642232,320802,9
Maharashtra,9,Shirpur ,7 Kishor Daulat Bhil,MALE,37,ST,MEP,Tractor Chalata Kissan,1853,7,1860,0.8769779152443279,320802,9
Maharashtra,9,Shirpur ,8 Sukram Onkar Pawara,MALE,35,ST,BSP,Elephant,1356,1,1357,0.6398166833261038,320802,9
Maharashtra,10,Chopda ,1 LATABAI CHANDRAKANT SONAWANE,FEMALE,48,ST,SHS,Bow and Arrow,77424,713,78137,39.18252113650723,308441,10
Maharashtra,10,Chopda ,2 JAGDISHCHANDRA RAMESH VALVI,MALE,57,ST,NCP,Clock,57002,606,57608,28.888064267017022,308441,10
Maharashtra,10,Chopda ,3 PRABHAKARAPPA GOTU SONAWANE,MALE,66,ST,IND,Bat,31932,527,32459,16.276865679126256,308441,10
Maharashtra,10,Chopda ,4 DR. BARELA  CHANDRAKANT JAMSING,MALE,36,ST,IND,Whistle,16984,101,17085,8.567431224864356,308441,10
Maharashtra,10,Chopda ,5 ADV. YAKUB  SAHEBU TADAVI,MALE,50,ST,BSP,Elephant,5341,28,5369,2.6923346939594217,308441,10
Maharashtra,10,Chopda ,6 MADHURI KISHOR PATIL,FEMALE,43,ST,IND,Road Roller,4269,19,4288,2.150257248593407,308441,10
Maharashtra,10,Chopda ,8 ISHWARLAL SURESH KOLI (ALIAS NILESH SURESH KOLI),MALE,28,ST,IND,Pressure Cooker,1527,2,1529,0.7667311877563711,308441,10
Maharashtra,10,Chopda ,9 DAGDU FATTU TADAVI,MALE,63,ST,IND,Cup & Saucer,760,8,768,0.3851207012406102,308441,10
Maharashtra,11,Raver,1 CHAUDHARI SHIRISH MADHUKARRAO,MALE,60,GENERAL,INC,Hand,76497,1444,77941,38.31982929851128,293382,11
Maharashtra,11,Raver,2 HARIBHAU MADHAV JAWALE,MALE,66,GENERAL,BJP,Lotus,61931,401,62332,30.645637082341835,293382,11
Maharashtra,11,Raver,3 ANIL CHABILDAS CHAWADARI,MALE,50,GENERAL,IND,Television,44733,108,44841,22.046156266593247,293382,11
Maharashtra,11,Raver,4 HAJI SAYAD MUSHTAK SAYAD KAMARUDDIN,MALE,38,GENERAL,VBA,Gas Cylinder,6695,12,6707,3.2975083089146295,293382,11
Maharashtra,11,Raver,5 VIVEK DEVIDAS THAKARE (BAPU DHOBI),MALE,43,GENERAL,AIMIM,Kite,3543,2,3545,1.742905465200889,293382,11
Maharashtra,11,Raver,9 SANTOSH MADHUKAR DHIVARE,MALE,30,SC,BSP,Elephant,1102,2,1104,0.5427835355660878,293382,11
Maharashtra,12,Bhusawal ,1 Sanjay Waman Sawkare,MALE,50,SC,BJP,Lotus,81043,646,81689,54.22292139604657,307797,12
Maharashtra,12,Bhusawal ,2 Dr. Madhu Rajesh Manawatkar,FEMALE,44,SC,IND,Stethoscope,28400,275,28675,19.033679822639957,307797,12
Maharashtra,12,Bhusawal ,3 Jagan Deoram Sonawane,MALE,48,SC,NCP,Clock,20190,55,20245,13.438076652461934,307797,12
Maharashtra,12,Bhusawal ,4 Sunil Dada Surwade,MALE,37,SC,VBA,Gas Cylinder,6833,35,6868,4.558790340780862,307797,12
Maharashtra,12,Bhusawal ,6 Gita Prashant Khachane,FEMALE,27,SC,IND,Helicopter,2153,4,2157,1.431757537138078,307797,12
Maharashtra,12,Bhusawal ,7 Nilesh Amrut Suralkar,MALE,32,SC,MNS,Railway Engine,2085,10,2095,1.3906036348188564,307797,12
Maharashtra,12,Bhusawal ,8 Satish Bhika Ghule,MALE,47,SC,IND,Television,1571,1,1572,1.0434505555776814,307797,12
Maharashtra,12,Bhusawal ,10 Yamuna Dagadu Rote,FEMALE,65,SC,IND,Auto- Rickshaw,916,1,917,0.6086794907536475,307797,12
Maharashtra,12,Bhusawal ,11 Kailash Gopal Ghule,MALE,40,SC,IUML,Cup & Saucer,881,1,882,0.5854474491218289,307797,12
Maharashtra,12,Bhusawal ,12 Ajay Jivram Ingle,MALE,25,SC,BMUP,Cot,805,1,806,0.5350007301498798,307797,12
Maharashtra,13,Jalgaon City,1 Suresh Damu Bhole (Rajumama),MALE,54,GENERAL,BJP,Lotus,112569,741,113310,62.214828114447606,401328,13
Maharashtra,13,Jalgaon City,2 Abhishek shantaram patil,MALE,33,GENERAL,NCP,Clock,48211,253,48464,26.61000291005727,401328,13
Maharashtra,13,Jalgaon City,3 Shafi A. Nabi Shaikh,MALE,65,GENERAL,VBA,Gas Cylinder,6309,21,6330,3.475596699006737,401328,13
Maharashtra,13,Jalgaon City,5 Adv. Jamil Abdul Rauf Deshpande,MALE,51,GENERAL,MNS,Railway Engine,3457,24,3481,1.9113036507492025,401328,13
Maharashtra,13,Jalgaon City,6 Ashok Shridhar Shimpi,MALE,50,GENERAL,BSP,Elephant,1209,5,1214,0.6665678345330457,401328,13
Maharashtra,13,Jalgaon City,7 Shivram Magar Patil,MALE,61,GENERAL,IND,CCTV Camera,1165,4,1169,0.6418598011277844,401328,13
Maharashtra,13,Jalgaon City,10 ANIL PITAMBAR WAGH (SIR),MALE,49,SC,IND,Laptop,416,4,420,0.23060831178243751,401328,13
Maharashtra,13,Jalgaon City,11 Prof. Dr. ASHISH S. JADHAV (HAPPY MIRROR),MALE,36,GENERAL,IND,Almirah,387,3,390,0.21413628951226343,401328,13
Maharashtra,13,Jalgaon City,12 Maya Budha Ahire,FEMALE,37,SC,IND,Helicopter,373,1,374,0.20535121096817055,401328,13
Maharashtra,13,Jalgaon City,13 Gokul Ramesh Chavan,MALE,30,SC,IND,FLUTE,363,1,364,0.1998605368781125,401328,13
Maharashtra,14,Jalgaon Rural,1 GULABRAO RAGHUNATH PATIL,MALE,53,GENERAL,SHS,Bow and Arrow,105261,534,105795,53.33403911011631,315672,14
Maharashtra,14,Jalgaon Rural,2 ATTARADE CHANDRASHEKHAR PRAKASH,MALE,42,GENERAL,IND,Tractor Chalata Kissan,58724,342,59066,29.77672247344515,315672,14
Maharashtra,14,Jalgaon Rural,3 PUSHPA DNYANESHWAR MAHAJAN,FEMALE,45,GENERAL,NCP,Clock,17892,70,17962,9.055116125487112,315672,14
Maharashtra,14,Jalgaon Rural,4 DESHMUKH JITENDRA BABURAO (RAVI BHAU),MALE,47,GENERAL,IND,Whistle,5822,8,5830,2.9390561747906614,315672,14
Maharashtra,14,Jalgaon Rural,5 MUKUNDA ANANDA ROTE,MALE,40,GENERAL,MNS,Railway Engine,2631,4,2635,1.3283727308016111,315672,14
Maharashtra,14,Jalgaon Rural,9 SANJAY PANNALAL BAVISKAR (KOLI),MALE,41,GENERAL,BSP,Elephant,903,2,905,0.4562342775618437,315672,14
Maharashtra,15,Amalner,1 Anil Bhaidas Patil,MALE,51,GENERAL,NCP,Clock,92641,1116,93757,50.70522319448801,293648,15
Maharashtra,15,Amalner,2 Shirish Dada Hiralal Chaudhari,MALE,49,GENERAL,BJP,Lotus,84121,1042,85163,46.05745622099878,293648,15
Maharashtra,15,Amalner,3 Shravan Dharma Vanjari,MALE,44,GENERAL,VBA,Gas Cylinder,1898,11,1909,1.0324164710717878,293648,15
Maharashtra,15,Amalner,5 Anil (Daji) Bhaidas Patil,MALE,38,GENERAL,IND,Carrom Board,1058,3,1061,0.5738050685213028,293648,15
Maharashtra,15,Amalner,6 Ankalesh Machindra Patil,MALE,43,GENERAL,MNS,Railway Engine,520,8,528,0.2855504959276605,293648,15
Maharashtra,15,Amalner,7 Ramkrishna Vijay Bansode (Bhaiyasaheb),MALE,35,SC,BSP,Elephant,493,5,498,0.26932603593177074,293648,15
Maharashtra,16,Erandol,1 CHIMANRAO RUPCHAND PATIL,MALE,69,GENERAL,SHS,Bow and Arrow,81977,673,82650,46.334968465311846,280441,16
Maharashtra,16,Erandol,2 ANNASAHEB DR. SATISH BHASKARRAO PATIL,MALE,61,GENERAL,NCP,Clock,63995,653,64648,36.2427470217239,280441,16
Maharashtra,16,Erandol,3 SHIROLE GOVIND EKNATH,MALE,57,GENERAL,IND,Whistle,24503,84,24587,13.783882270497546,280441,16
Maharashtra,16,Erandol,4 GAUTAM MADHUKAR PAWAR,MALE,41,GENERAL,VBA,Gas Cylinder,2291,12,2303,1.2911002102312543,280441,16
Maharashtra,16,Erandol,6 RAHUL RAGHUNATH PATIL,MALE,30,GENERAL,IND,Bat,791,2,793,0.4445690259285213,280441,16
Maharashtra,16,Erandol,7 SANJAY LAXMAN LOKHANDE,MALE,48,GENERAL,BSP,Elephant,634,1,635,0.3559915907498248,280441,16
Maharashtra,16,Erandol,9 ABASAHEB CHIMANRAO PATIL,MALE,40,GENERAL,IND,Sewing Machine,257,1,258,0.14463910301331465,280441,16
Maharashtra,17,Chalisgaon,1 Mangesh Ramesh Chavan,MALE,36,GENERAL,BJP,Lotus,85286,1229,86515,39.694337770069694,345660,17
Maharashtra,17,Chalisgaon,2 Deshmukh Rajiv Anil,MALE,48,GENERAL,NCP,Clock,81288,940,82228,37.72739994402463,345660,17
Maharashtra,17,Chalisgaon,3 Morsing Gopa Rathod,MALE,45,GENERAL,VBA,Gas Cylinder,38361,68,38429,17.63178299908696,345660,17
Maharashtra,17,Chalisgaon,4 Dr.Vinod Murlidhar Kotkar,MALE,42,GENERAL,IND,Balloon,4533,84,4617,2.118346616013544,345660,17
Maharashtra,17,Chalisgaon,6 Rakesh Lalchand Jadhav,MALE,62,GENERAL,MNS,Railway Engine,1394,5,1399,0.6418815065633416,345660,17
Maharashtra,17,Chalisgaon,7 Onkar Pitambar Kedar,MALE,38,SC,BSP,Elephant,1300,1,1301,0.5969176840878538,345660,17
Maharashtra,17,Chalisgaon,9 Umesh Prakash Karpe,MALE,37,GENERAL,IND,Table,779,3,782,0.3587929507737907,345660,17
Maharashtra,18,Pachora,1 Kishor Appa Patil,MALE,49,GENERAL,SHS,Bow and Arrow,74742,957,75699,37.58322286599443,315444,18
Maharashtra,18,Pachora,2 Amol Panditrao Shinde,MALE,41,GENERAL,IND,Cup & Saucer,73146,469,73615,36.548553498463384,315444,18
Maharashtra,18,Pachora,3 Dilip Onkar Wagh,MALE,54,GENERAL,NCP,Clock,44422,539,44961,22.32234617733359,315444,18
Maharashtra,18,Pachora,4 Naresh Pandit Patil,MALE,44,GENERAL,VBA,Gas Cylinder,3193,21,3214,1.5956945044360702,315444,18
Maharashtra,18,Pachora,7 Santosh Fakira More,MALE,35,SC,BSP,Elephant,659,10,669,0.33214674034465813,315444,18
Maharashtra,19,Jamner	,1 Girish Dattatraya Mahajan,MALE,59,GENERAL,BJP,Lotus,113765,949,114714,54.94886594975211,308952,19
Maharashtra,19,Jamner	,2 Sanjay Bhaskarrao Garud,MALE,59,GENERAL,NCP,Clock,79022,678,79700,38.17689746844538,308952,19
Maharashtra,19,Jamner	,3 Bhimrao Namdeo Chavan,MALE,41,GENERAL,VBA,Gas Cylinder,6452,19,6471,3.099657509640026,308952,19
Maharashtra,19,Jamner	,6 ‍Dr. Vijayanand Arun Kulkarni,MALE,52,GENERAL,MNS,Railway Engine,1435,4,1439,0.689291787416473,308952,19
Maharashtra,19,Jamner	,7 Shaktivardhan Shantaram Surwade,MALE,35,SC,BSP,Elephant,668,5,673,0.32237204512250617,308952,19
Maharashtra,19,Jamner	,9 Pavan Pandurang Bande,MALE,28,GENERAL,IND,Cup & Saucer,513,1,514,0.24620985318420233,308952,19
Maharashtra,20,Muktainagar ,1 Chandrakant Nimba Patil,MALE,46,GENERAL,IND,Tractor Chalata Kissan,90698,394,91092,46.42340230353685,290175,20
Maharashtra,20,Muktainagar ,2 Khadse Rohini Eknathrao,FEMALE,36,GENERAL,BJP,Lotus,88367,768,89135,45.42605239017429,290175,20
Maharashtra,20,Muktainagar ,3 Rahul Ashok Patil,MALE,31,GENERAL,VBA,Gas Cylinder,9715,36,9751,4.9694220772602185,290175,20
Maharashtra,20,Muktainagar ,5 Bhagawan Damu Ingale,MALE,59,SC,BSP,Elephant,1583,2,1585,0.8077667923759045,290175,20
Maharashtra,20,Muktainagar ,6 Sanju Kadu Ingale,MALE,38,SC,BMUP,Cot,1401,2,1403,0.7150137600652329,290175,20
Maharashtra,21,Malkapur,1 Ekade Rajesh Panditrao,MALE,54,GENERAL,INC,Hand,85576,700,86276,46.32218714429912,268718,21
Maharashtra,21,Malkapur,2 Chainsukh Madanlal Sancheti,MALE,65,GENERAL,BJP,Lotus,71352,540,71892,38.59931705431351,268718,21
Maharashtra,21,Malkapur,3 Dr. Nandurkar Nitin Vasantrao,MALE,53,GENERAL,VBA,Gas Cylinder,12476,73,12549,6.737645770246763,268718,21
Maharashtra,21,Malkapur,4 Gawhad Vijay Pralhad,MALE,35,GENERAL,IND,Bangles,9868,8,9876,5.30249339604407,268718,21
Maharashtra,21,Malkapur,6 Pramod Yadav Tayade,MALE,35,SC,BSP,Elephant,1015,6,1021,0.5481820329446127,268718,21
Maharashtra,21,Malkapur,7 Ab. Majid Qureshi Ab. Kadir,MALE,65,GENERAL,IND,Slate,620,13,633,0.33986212228593515,268718,21
Maharashtra,21,Malkapur,8 Baliram Krushna Dhade,MALE,28,GENERAL,IND,Cup & Saucer,599,1,600,0.3221441917402229,268718,21
Maharashtra,21,Malkapur,9 Shaikh Aabid Shaikh Bashir,MALE,37,GENERAL,IND,Bat,539,2,541,0.2904666795524343,268718,21
Maharashtra,21,Malkapur,10 Avkash Kailas Borse,MALE,26,GENERAL,IND,Whistle,460,4,464,0.24912484161243909,268718,21
Maharashtra,21,Malkapur,11 Pravin Ramesh Gawande,MALE,37,GENERAL,IND,Auto- Rickshaw,309,1,310,0.16644116573244852,268718,21
Maharashtra,21,Malkapur,12 Datta Gajanan Yenkar,MALE,25,GENERAL,IND,Ludo,235,1,236,0.12671004875115435,268718,21
Maharashtra,22,Buldhana,1 SANJAY RAMBHAU GAIKWAD,MALE,53,GENERAL,SHS,Bow and Arrow,67038,747,67785,37.82687306777978,306272,22
Maharashtra,22,Buldhana,2 VIJAY HARIBHAU SHINDE,MALE,54,GENERAL,VBA,Gas Cylinder,41173,537,41710,23.27592941885512,306272,22
Maharashtra,22,Buldhana,3 HARSHWARDHAN SAPKAL,MALE,51,GENERAL,INC,Hand,30810,506,31316,17.475641469212828,306272,22
Maharashtra,22,Buldhana,4 YOGENDRA RAJENDRA GODE,MALE,51,GENERAL,IND,Spanner,29671,272,29943,16.70944988225315,306272,22
Maharashtra,22,Buldhana,5 MOHD. SAJJAD ABDUL KHALIK,MALE,50,GENERAL,AIMIM,Kite,3762,30,3792,2.116095045703635,306272,22
Maharashtra,22,Buldhana,6 ABDUL RAJJAK ABDUL SATTAR,MALE,56,GENERAL,BSP,Elephant,2909,5,2914,1.6261342202479938,306272,22
Maharashtra,22,Buldhana,8 VIJAY RAMKRUSHNA KALE,MALE,49,GENERAL,IND,Air Conditioner,647,3,650,0.3627272625810556,306272,22
Maharashtra,23,Chikhli,1 SHWETA VIDYADHAR MAHALE,FEMALE,36,GENERAL,BJP,Lotus,92760,755,93515,48.15842869060984,295018,23
Maharashtra,23,Chikhli,2 BONDRE RAHUL SIDDHAVINAYAK,MALE,49,GENERAL,INC,Hand,86072,633,86705,44.65140950242556,295018,23
Maharashtra,23,Chikhli,3 ASHOK SHIVSINGH SURADKAR,MALE,55,GENERAL,VBA,Gas Cylinder,9605,56,9661,4.975229423942487,295018,23
Maharashtra,23,Chikhli,4 PARVEEN BI SAYYED HARUN,FEMALE,45,GENERAL,BSP,Elephant,1105,4,1109,0.5711136974590848,295018,23
Maharashtra,23,Chikhli,6 DEVANAND PANDURANG GAWAI,MALE,49,SC,IND,Auto- Rickshaw,550,1,551,0.2837544159602847,295018,23
Maharashtra,23,Chikhli,7 RAJENDRA VISHVANATH JAWANJAL,MALE,45,GENERAL,IND,Cup & Saucer,506,1,507,0.26109526114675924,295018,23
Maharashtra,24,Sindkhed Raja,1 DR. RAJENDRA BHASKARRAO SHINGANE,MALE,58,GENERAL,NCP,Clock,80808,893,81701,40.583662419591185,312571,24
Maharashtra,24,Sindkhed Raja,2 Khedekar Dr.Shashikant Narsingrao,MALE,62,GENERAL,SHS,Bow and Arrow,72011,752,72763,36.1438541589052,312571,24
Maharashtra,24,Sindkhed Raja,3 SAVITA SHIVAJI MUNDHE,FEMALE,42,GENERAL,VBA,Gas Cylinder,39617,258,39875,19.80726721804138,312571,24
Maharashtra,24,Sindkhed Raja,5 SHIVSHANKAR DATTATRAY WAYAL,MALE,32,GENERAL,BSP,Elephant,1311,4,1315,0.6532051759680103,312571,24
Maharashtra,24,Sindkhed Raja,6 BHAGWAT DEVIDAS RATHOD,MALE,28,GENERAL,IND,Television,916,6,922,0.45798872413878744,312571,24
Maharashtra,24,Sindkhed Raja,7 SHRIKRUSHNA UTTAM DOLAS,MALE,28,GENERAL,IND,Helicopter,788,1,789,0.3919231055808062,312571,24
Maharashtra,24,Sindkhed Raja,9 Pravin Kumar Shriram More,MALE,29,SC,IND,Kettle,621,1,622,0.3089685319027395,312571,24
Maharashtra,24,Sindkhed Raja,11 Eknath Narendra Deshmukh,MALE,33,GENERAL,IND,Tractor Chalata Kissan,451,3,454,0.22551722425055262,312571,24
Maharashtra,25,Mehkar ,1 Sanjay Bhaskar Raymulkar,MALE,51,SC,SHS,Bow and Arrow,111024,1014,112038,64.0890993959363,293549,25
Maharashtra,25,Mehkar ,2 Adv.Anant Sakharam Wankhede,MALE,53,SC,INC,Hand,49592,244,49836,28.507688083470622,293549,25
Maharashtra,25,Mehkar ,3 Aabarao Shriram Wagh,MALE,39,SC,VBA,Gas Cylinder,8008,42,8050,4.6048416620904264,293549,25
Maharashtra,25,Mehkar ,5 Anil Devrao Khadse,MALE,42,SC,BSP,Elephant,1398,13,1411,0.8071343584111293,293549,25
Maharashtra,25,Mehkar ,6 Manwatkar Laxman Krishnaji,MALE,66,SC,IND,Trumpet,1238,2,1240,0.7093172249679663,293549,25
Maharashtra,26,Khamgaon,1 AKASH PANDURANG FUNDKAR,MALE,36,GENERAL,BJP,Lotus,90167,590,90757,45.797316459017715,280436,26
Maharashtra,26,Khamgaon,2 DNYANESHWAR PURUSHOTTAM PATIL,MALE,50,GENERAL,INC,Hand,73464,325,73789,37.23501420490384,280436,26
Maharashtra,26,Khamgaon,3 VASATKAR SHARAD SUKHDEV,MALE,64,GENERAL,VBA,Gas Cylinder,25839,118,25957,13.098283805400387,280436,26
Maharashtra,26,Khamgaon,5 Adv. DILIP MANOHAR BHAGAT,MALE,46,SC,BSP,Elephant,1422,2,1424,0.7185713348572698,280436,26
Maharashtra,26,Khamgaon,6 MOHMMED AZHAR MOHMMAD SHAUKAT,MALE,40,GENERAL,TPSTP,Kettle,1293,1,1294,0.6529714236694572,280436,26
Maharashtra,26,Khamgaon,7 AZMATULLAH KHAN RAHEMATULLAH KHAN,MALE,46,GENERAL,IND,Boat with Man and Sail,913,1,914,0.46121783712046666,280436,26
Maharashtra,26,Khamgaon,11 SHYAM BANSILAL SHARMA,MALE,51,GENERAL,IND,Spanner,339,1,340,0.17156899849120205,280436,26
Maharashtra,26,Khamgaon,12 AKASH DEVIDAS GAWAI,MALE,26,SC,IND,Helicopter,216,1,217,0.10950139021350248,280436,26
